52646:5406,26612,72215,20095,27755,84586,115479,115098,13816,99513
232:10261,55056,77322,99135,83516,120622,37449,41443,85366,109145
231:2904,302,654,616,58,94,84,76,8,119
17448:69325,97351,96620,28596,33920,42479,10886,12697,49343,42146
26181:93,4278,19766,3900,17,302,755,616,654,564
35176:81,3423,986,13544,226,51141,64197,81654,121171,1749
229:1410,58,84,2068,518,1102,15,736,101,787
228:650,17,302,654,361,568,616,58,76,29
26178:8868,17,302,654,73,84,153,346,52,88
225:353,302,3476,654,32619,616,58,15,84,8
8863:2816,654,302,58,8,518,29,327,354,101
253:189,3107,4568,17,1206,1527,3140,3172,6434,4825
8862:2484,8273,491,17,67440,84,908,899,8,302
52665:113246,50227,62963,167,17,356,1550,1937,449,193
249:8483,17,91955,302,654,29,84,616,58,8
250:285,3250,302,2031,654,616,29,58,84,8
52663:14928,26650,38785,91427,43550,92215,109576,79687,6544,94155
245:40012,80508,16786,114452,62162,12895,16441,262,81,35859
43799:20224,17,302,654,76,616,58,8,866,84
26197:39980,19267,1037,17,1715,99041,110511,11740,616,873
17461:62081,34404,78598,88708,33539,9435,17316,49500,17908,21558
8852:1307,1218,100158,70,17,91416,76,302,81,616
241:7973,58,616,29,84,650,518,542,76,1102
8850:19697,4755,3107,1527,2880,10041,1712,8848,5624,12990
26545:25368,17718,18506,31342,74730,21150,36883,28632,35579,21483
273:967,17,654,302,76,650,32,101,736,138
43766:6901,35562,1377,2139,82999,17,9626,1099,76,48886
9079:217,4702,3678,75,10442,1501,50589,10823,17,81
34973:545,344,22917,40436,15264,80492,32442,23950,14597,39436
288:17,616,5998,58,699,116,29,84,650,76
34974:29,17,654,4813,73,9515,29979,616,84,650
34976:5582,10930,17,302,654,76,616,58,8,866
9085:17,654,29,48,84,58,616,899,354,4364
43748:3,17,302,654,17548,58,395,29,616,239
257:17,354,65,296,84,542,709,1102,861,15
43749:117624,80367,37143,21626,104972,80199,118344,34940,100948,105316
17863:21875,17,302,654,76,616,58,8,866,84
17867:46013,13114,15295,118,95709,76181,95446,19934,58978,108600
272:1102,29,239,654,5745,22681,58,616,8,354
17869:2412,987,168,20368,13662,102334,5480,719,984,8860
17905:35219,18416,966,17,302,58,616,39807,18127,654
26514:4702,1796,69813,10463,17,616,302,58,654,32
43729:17,302,654,76,616,58,8,866,84,29
26516:16387,56511,61991,63933,12022,641,58982,97977,80197,90004
26522:37939,8322,37112,24933,64321,19528,9674,104683,31597,20986
35005:58,94,311,1131,109,17,80270,76,302,8
17919:19079,24015,39698,91257,542,616,17,302,58,15
17890:2406,23523,92494,67080,1176,29543,14966,7627,5693,7448
290:13501,18867,17,94,302,138,226,654,42,179
34978:47099,88144,51288,1687,34020,53873,75603,21578,13717,285
291:23,16625,61628,17,3894,12937,84,33734,88,518
292:654,10930,58,616,542,76,138,289,564,301
294:17,302,1102,8,29,363,6883,76,354,542
17897:2059,38329,29,58,3,84,616,1896,33056,89286
43721:20072,17,302,654,76,616,58,8,866,84
26510:62,12612,120,6752,6040,18344,35750,11422,19354,13557
26615:500,5812,33595,7305,11989,31393,75538,50995,80563,87110
26616:20856,1784,23263,4213,5099,13020,70530,1280,46309,42073
17813:12763,44412,32703,2418,120803,60565,101204,91810,77733,9848
9013:15766,285,93405,28,17,117297,97220,58,654,302
35026:4953,17,302,654,76,616,58,8,866,84
26612:103863,109150,78785,81841,73065,12706,66315,53426,86827,58118
17812:302,48,654,944,616,84,58,3,179,8
26610:17,302,654,76,616,58,8,866,84,29
17810:17,34158,7334,55909,302,40397,311,654,13108,22361
9024:650,20415,27986,470,1212,17,22,16451,1920,616
345:1754,77581,92129,120518,80736,100590,83173,805,11401,62840
52229:669,48823,16035,49095,85759,13245,61062,93792,56981,102276
9000:17,1102,302,554,32,94,616,29,596,431
328:3,319,302,654,84,58,616,123082,29,1102
17798:2479,113169,46806,31438,86493,28933,108151,91714,96349,102412
43681:2379,65650,81,226,17317,70,17,508,3423,2967
35021:179,23814,98135,50948,17,654,1023,302,616,1382
331:17,302,654,4993,616,58,84,6,8,490
26602:10966,10071,16404,5904,3739,1898,14059,2525,3682,13306
9001:4797,15995,29087,47366,16127,6417,1951,12993,769,110739
8984:78059,81173,9725,25127,29417,60889,9345,297,352,14754
376:8683,17,302,58,3,45,29,616,792,1896
26577:35991,117293,118833,108122,39566,16526,115478,12186,18863,17738
17844:22002,25429,404,1155,12332,17,14841,25910,616,3054
384:17,654,616,302,1684,1979,4940,8,542,650
52284:32053,17,302,654,76,616,58,8,866,84
26586:76,5022,7491,15720,3937,93,20405,52228,42763,54844
26566:3,302,654,84,58,616,29,1102,354,8
43654:7209,17,302,654,76,616,58,8,866,84
17831:21825,44510,56263,92830,92244,29778,17,302,654,76
26564:2157,71074,81,36919,459,780,731,5767,140,550
361:29,58,616,8,354,650,518,76,138,364
26569:66,1181,13490,52,17,24323,3015,654,616,302
410:17,984,76,4755,574,302,616,1013,654,10041
17753:17,2467,58,654,29,8730,616,84,650,301
26432:610,776,3719,17,302,654,616,58,650,15
26431:10503,8454,27291,14508,33562,42440,17145,21963,10404,81699
26430:43086,4,18452,10048,10305,23051,9323,14524,538,8574
34833:5724,17,302,654,616,29,650,76,236,58
43636:5812,17,81,76,12227,70,17403,2292,226,2139
401:58,1009,616,1102,29,650,354,19431,542,32
43635:269,302,17,654,58,84,616,354,1102,650
402:302,654,3304,4793,16056,84,8,542,518,1102
34837:826,17,302,654,76,616,58,8,866,84
34839:17494,52854,49244,70265,8749,80641,91227,66125,2153,6097
17749:358,302,654,58,84,616,32,76,354,29
26410:42375,74023,6071,5739,10446,1501,4498,2139,97608,55748
9200:3787,14671,52378,1338,70182,45041,14628,30734,4621,16407
26403:7210,58,76849,3303,2245,1152,2989,6721,17,654
17731:21666,83875,17,302,654,76,616,58,8,866
34820:686,496,6491,785,500,17,18239,89847,100762,70116
52423:2737,13858,4936,24357,118448,20102,120179,24257,31629,45480
52475:168,2318,463,984,5480,661,1400,8860,9874,10267
17792:21758,34298,106869,120641,122849,115352,75593,81513,17,302
448:302,17532,616,58,598,654,518,8,245,84
34868:2059,3234,1578,495,726,66,1866,837,56926,3527
9171:654,749,29,65,511,58,616,84,8,354
52466:68669,246,782,22541,30401,7647,10614,40305,63635,38582
17779:3,302,654,84,58,616,29,1102,354,8
9173:302,654,84,20988,3,616,58,1039,1824,572
9161:22781,1400,760,1013,32015,31933,719,984,8045,6695
26383:669,48823,16035,49095,85759,13245,61062,93792,56981,102276
43598:3680,44240,43789,4507,60329,15208,14200,49961,9647,43768
9155:8409,17,18112,153,555,824,6732,58,302,654
9158:3717,3131,5812,26592,1164,7272,4808,17,2139,4357
43592:3,5891,302,654,84,58,616,29,1102,354
9157:34070,112933,107533,57971,3034,55259,533,8529,112664,118313
9160:189,4459,3107,1527,10041,2880,3172,4825,1712,6434
9159:185,136,555,10011,3429,353,17,245,302,616
9152:5567,119,302,654,616,58,84,8,3233,518
17695:18785,302,654,121011,73435,15377,10142,84,3,1678
52377:4194,1786,32166,2578,17,302,654,76,616,58
34906:37048,17,302,654,76,616,58,8,866,84
476:8213,6164,245,398,1840,3493,6051,10854,2785,17
17689:97,302,654,518,29,616,58,1762,114,301
17688:3915,518,302,84,654,3368,616,58,1102,3
34901:16669,6379,70970,12165,1784,35236,79364,78588,29483,49421
9141:1206,3107,2694,1352,1527,4459,2880,34129,189,1712
43565:1435,17,302,654,76,616,58,8,866,84
9135:654,17,302,3448,58,84,616,1912,238,518
34895:96,17,302,654,76,616,58,8,866,84
34896:1351,24854,102308,62976,9043,4744,92483,97862,51824,24381
43557:16531,1109,194,5189,2641,3546,8115,13087,4353,11787
34885:11448,3506,441,69304,11928,1002,26422,1757,65426,95079
26471:719,47587,2632,5480,8733,1400,168,984,5557,661
9128:1162,58,654,6809,616,29,84,8,542,518
17671:167,18700,1009,19666,14728,7558,1039,10856,84,16505
452:5869,45412,749,13523,93072,81165,17,27205,29121,36183
9122:17,302,58,8625,1161,2060,153,1896,5715,29
450:302,654,84,15,29,76,1102,65,354,363
449:17,65,302,616,654,1039,58,8,70,518
43550:13240,358,678,5242,5922,11325,698,64317,115794,57449
26458:2703,11310,32193,18966,95937,10868,81385,86785,17,302
34936:90412,112434,34251,17,302,654,76,616,58,8
26453:35793,30977,39668,29532,44004,17865,10519,99712,69113,47327
9111:21902,302,654,29,616,8,58,84,62,32
9106:3,667,327,302,654,84,58,616,29,8
17716:25956,102013,1718,51677,34975,9554,18716,19908,112914,40222
43537:20757,87952,26438,111007,29634,115688,81380,26773,114776,35550
500:1912,17,302,76,616,654,58,84,8,3448
494:17,616,654,58,356,29,8,84,542,1212
26441:3,715,10610,302,654,84,58,616,29,1102
9098:2614,1678,27970,23865,1086,1558,76,698,252,23339
490:17,302,29,15,650,101,76,61,32,289
26442:34188,17,302,654,76,616,58,8,866,84
43530:4927,34228,22707,40111,7655,35220,91999,51676,111505,72867
34917:66419,17,302,654,76,616,58,8,866,84
9096:27344,2880,1455,1712,12990,1206,7831,378,6266,3328
488:17,302,1196,616,58,518,3304,1102,542,29
26440:37738,17,302,654,76,616,58,8,866,84
52385:795,15321,85583,98874,78637,119377,16110,29270,69396,55843
8263:8476,118201,17,302,654,76,616,58,8,866
8264:53493,545,6775,96367,73761,344,7729,179,5857,9407
35746:22572,17,302,654,76,616,58,8,866,84
18147:947,302,48,654,84,3,54,23045,22,58
18146:5471,71487,79260,18522,27834,38395,32278,15705,1471,2937
43470:10408,17,302,654,76,616,58,8,866,84
35757:27152,37196,12052,29273,162,112445,44094,58295,108070,5575
8270:17,8,10682,1650,48507,1109,54,24676,4972,654
53098:97057,17,302,654,76,616,58,8,866,84
25751:1747,25180,111280,107312,347,4498,49781,70284,57448,26854
25749:5526,17492,96173,102265,98092,109446,19221,29867,50976,66020
18165:1684,1624,101172,616,17,696,302,58,654,57805
43480:116830,31246,80757,113488,104938,55846,68202,18679,49371,98142
25750:59292,840,3196,5111,77652,2548,36041,49360,197,5554
18166:353,596,13429,26005,17,302,105,4169,654,58
8276:17,58,447,616,84,650,1102,3,8,76
564:84,97,518,65,8,76,650,1102,289,736
18163:3,179,892,17,81412,32639,654,302,8697,58
25759:1190,40283,559,17,616,119,999,4967,542,8
8287:10834,6733,545,10330,39436,23950,68034,2650,6468,24917
8286:467,1615,1221,5121,20765,17,654,302,58,12746
8285:27217,302,8411,39108,79453,75235,56303,32001,107467,81779
25755:47784,17,302,654,76,616,58,8,866,84
43483:238,356,79107,93602,41349,17,12892,6851,94211,44361
35771:13287,1679,18645,78240,95487,104549,117913,123051,17584,79315
8290:29,116,2486,17,302,654,84,70,58,354
514:17,8276,18287,5214,616,302,76,654,58,8
525:116,302,654,84,616,29,58,70,518,1187
18127:1784,8763,428,86744,23933,2893,22917,17,262,76
25771:56934,71626,363,60249,22866,25378,75445,77722,101366,12971
18123:546,866,17,302,654,354,76,254,29,7194
53080:95846,17,302,654,76,616,58,8,866,84
8310:44227,6224,4341,49237,120656,47188,3033,60114,108999,34690
18133:3369,36511,26605,49103,2919,62920,654,58,9211,38688
536:813,97,302,654,29,616,58,84,8,94
535:17,29,1102,8,650,518,354,542,6,76
25778:78187,17,302,654,76,616,58,8,866,84
43505:29821,90871,115480,65724,57316,61814,69119,17,302,654
25779:1218,1462,70,17,76,81,616,302,654,138
35730:65972,118117,17,302,654,76,616,58,8,866
43518:47886,38933,17,302,654,76,616,58,8,866
8314:58480,25441,82058,28327,68279,71,69737,69698,41153,24212
538:1102,302,10269,654,5258,616,58,29,354,101
539:17,654,58,1039,7409,29,14202,8,84,518
25800:6623,98606,86342,81,1888,3423,1749,5767,500,226
8200:302,654,3,22,2776,836,1553,84,58,616
35820:7437,46128,30130,3283,17,302,654,76,616,58
18090:36165,441,48389,5083,1256,10351,4513,38225,24564,29262
618:17,221,7875,1654,5859,23933,11070,2659,226,302
18089:22243,74445,94695,32827,21001,70086,1684,225,654,17
624:3190,149,11535,17,76,508,7006,8,1589,84
8206:29638,55411,15004,9462,336,15459,5763,397,8763,47339
628:6526,39233,65861,75280,84119,21488,608,35237,70460,87698
35826:29,829,302,17,654,58,495,616,84,1476
627:77531,42376,19731,114599,9761,11539,32661,83175,48524,5512
43411:36370,17,302,654,76,616,58,8,866,84
43412:63908,28399,7565,80080,42307,19964,7026,90023,45112,67126
632:1937,9042,5246,36502,238,81,17,226,76,105237
18101:5950,43615,113569,55913,17,74972,55476,25165,75276,6588
634:6202,367,61651,20412,95,23933,17,226,780,3423
8217:1786,29,17,866,58,302,654,153,3552,6324
633:1039,58,302,654,8,84,61,518,364,650
8224:17,84,302,58,654,616,7624,814,96654,518
25822:669,48823,16035,49095,85759,13245,61062,93792,56981,102276
8225:774,23732,4487,8536,2824,25783,245,10046,9217,9490
8227:2797,2115,4798,50595,41796,1267,54334,17,53192,53560
8229:14129,58,17,302,8,616,29,84,642,4008
582:1550,616,29,84,76,518,1102,32,138,354
25831:13209,9594,70500,42400,1223,4671,37256,98767,7468,14259
35788:16804,17,302,654,76,616,58,8,866,84
585:17,185,4284,302,654,30,616,84,58,29
25836:22477,5405,760,70759,112039,74060,105876,53698,22715,23287
590:2073,654,11108,29,8,356,483,1762,354,518
25842:790,5990,97610,25196,76791,36226,18581,16739,29828,17783
18068:26292,120409,103517,79803,1930,18691,42479,47586,1084,47683
8245:76,10503,8454,27291,14508,33562,42440,21963,17145,10404
18070:4513,17,970,379,179,1589,1002,867,15992,50588
601:18245,31717,75023,105155,90054,118676,27912,67228,121660,94414
25852:97,42626,17,302,654,76,616,58,8,866
25853:17395,17,302,654,76,616,58,8,866,84
25854:2318,168,463,984,5480,661,1400,8860,9874,10267
35806:58,17,101,5753,302,654,616,554,518,8
25615:67277,22812,59923,29244,20241,72921,21416,27252,74935,63536
43344:29,31487,17,654,58,84,616,1102,11153,650
25614:16365,17145,9354,118273,98472,92005,94170,62057,67232,64460
18030:1102,17,22,109,7070,302,654,8,29,518
8396:17,302,58,97,116,1102,616,43789,8,354
684:9935,168,574,69720,877,9794,29161,11984,984,5480
25612:5302,19999,79010,21342,61041,34420,35990,47761,115152,82950
683:45128,69187,112536,71448,97127,27552,669,50641,116723,66150
682:76,1528,2318,7711,9491,2460,9783,16305,6755,17
681:6411,8786,46215,76,17,245,441,4103,616,719
680:17,65,559,58,654,616,29,8,650,84
25608:3884,17,54519,59076,356,1550,1937,449,193,4702
35623:875,12151,899,48,1187,17,3389,6450,1119,4420
678:17,302,654,76,84,58,1535,8,901,720
8413:2456,409,17,32,616,15,542,650,302,690
18046:22160,107032,67704,115490,111750,86886,115713,100947,32075,115982
43359:269,3057,302,17,654,58,616,84,1102,354
8411:3,101420,302,654,84,58,616,29,1102,354
18042:5670,179,69034,118588,3512,1023,53188,67421,44775,16674
18039:10647,17,8,4797,34409,302,616,563,84,19813
8406:699,17,1102,58,654,29,8,616,518,76
25619:65,302,654,774,3,9686,2060,889,84,58
8401:302,3,254,454,654,269,58,84,361,616
17993:1380,3,534,17,302,654,17123,27705,616,58
43372:93630,113702,3140,23884,32031,19390,8848,12990,10041,189
35593:8582,56008,35554,64306,59662,91502,83714,111165,27908,83310
646:20382,17,1913,3761,1995,546,76,2638,302,20467
669:14435,53117,42575,104999,98042,94180,122516,113255,94421,103073
666:4510,10192,1337,10981,6152,512,36835,8666,18920,11590
43386:74138,58821,59911,28044,24871,57861,83640,56644,17946,37958
667:1405,37653,17,302,616,654,58,94,76,1086
18005:35486,6298,19289,103112,73707,52159,17,302,654,76
8435:3913,17,302,654,76,616,58,8,866,84
35690:866,116660,22726,5889,48151,89082,77423,17,302,654
35691:866,22726,5889,48151,89082,77423,17,302,654,76
25679:16135,56465,13689,76,698,564,17,2139,113178,115156
8336:17,302,654,76,616,58,8,866,84,29
25677:4308,17,302,654,76,616,58,8,866,84
8334:2210,17,654,37635,58,616,302,29,15,542
750:8,15,76,1102,354,564,6,61,32,138
43267:4375,11070,30584,86308,93604,76,17,564,40,2139
25666:238,179,17,654,302,236,76,29,138,616
8326:302,654,58,616,84,29,76,3,254,361
35688:3,179,17,654,302,69799,58,29,616,6
8325:29185,29,14853,93329,17,302,34537,654,58,616
741:301,1803,168,984,8860,17,3592,760,574,10292
8347:29,616,8,650,354,138,518,76,3,6
763:354,17,84,29,40704,650,8,542,518,138
8352:17,709,29709,11626,76,616,302,245,654,58
25694:3484,17855,4425,6680,8800,16005,2867,12216,25180,969
43295:65741,83743,1674,37843,93631,86913,103533,93097,67185,56748
25693:16767,176,78741,87309,111752,48911,70,2704,2068,1382
17972:1477,6798,17,40845,16387,641,5997,38718,226,302
756:285,616,84,1217,8,1102,8105,650,510,354
43284:41306,89500,5607,122991,39183,22440,29514,90216,90605,1775
754:17,302,58,616,654,356,76,84,542,29
8343:302,654,616,58,84,8,94,29,650,76
757:47161,17,107887,102324,1967,302,654,616,84976,57938
17974:4573,82949,22255,116053,83008,31919,107759,62200,78277,113045
758:46128,17,70858,19354,15,302,79423,32,111363,356
716:17,32,2030,616,302,654,58,454,36286,7085
715:21926,742,59850,4671,101827,25188,1753,12861,6394,21966
8368:15,17,94,73,654,302,616,24218,223,17487
17936:4671,2661,13341,30301,29000,37089,28275,16792,44709,15204
17921:925,686,5439,785,6127,11671,17546,47043,17,107915
17922:34143,787,431,2379,17,15290,43356,6190,1300,70
17925:4308,17,302,654,76,616,58,8,866,84
25702:28944,803,518,1878,1534,88,17,84,302,616
17926:21981,7146,53251,12070,17,302,654,76,616,58
25704:47836,24468,15773,33845,22662,84168,40765,30325,48596,42784
35676:1397,34070,2510,9054,4889,238,5975,603,6311,24437
8380:336,17,760,8459,36502,1013,564,302,168,431
43316:7153,17,302,654,76,616,58,8,866,84
17937:2848,17,302,654,76,616,58,8,866,84
25716:50150,79696,23827,25470,34781,99896,13448,50632,19767,43427
43313:27340,14117,24280,67378,48598,83668,103179,111004,54841,74743
43319:66573,17,302,654,76,616,58,8,866,84
25719:1389,3,1173,302,654,84,58,616,8,354
8534:398,753,16692,4941,11641,2447,37386,14964,5598,105394
